query	Score	ItemID	feature_2	feature_3	feature_4	feature_5	feature_6	feature_7	feature_8	feature_9	feature_1	LeafCats	Title	feature_10
bike seat	1073127945	172052307564	1.000000	-7.862438	-4.221767	27.662626	0.013736	14072.000000	318918.000000	172.000000	1108.166626	::[177823]::	For 27.2mm 31.6mm Bike Bicycle Seat Post Tube Seatpost Clamp 31.8mm 34.9mm Green	8.72101641235
bike seat	1073103638	271945183394	1.000000	-7.860124	-4.872588	28.008751	0.034799	14072.000000	318918.000000	205.000000	1242.687500	::[177833]::	30L Cycling Bicycle Bag Bike Double Side Rear Rack Tail Seat Pannier Bag Fashion	2.28370710714
bike seat	1073089014	322055729632	1.000000	-7.634010	-5.493434	25.083586	0.011774	14072.000000	318918.000000	170.000000	1260.846191	::[22689]::	Bicycle Cycling Hanging Hang Lamp Seat Light Caution Tail Red With Battery	1.05672128126
bike seat	1073081541	391428527959	1.000000	-7.863950	-5.039854	35.626297	0.004579	14072.000000	318918.000000	172.000000	1096.461548	::[57267]::	Vintage Leather Bicycle Seat BIM TB 39 France Ideale Clamp Fixie	8.16376343003
bike seat	1073073677	230494331788	1.000000	-7.744487	-5.683951	44.028168	0.503663	14072.000000	318918.000000	194.000000	1185.615356	::[177822]::	BIKE BICYCLE ALUMINUM SEAT QUICK RELEASE BINDER BOLT TW	2.11088534316
bike seat	1073009938	252346373698	1.000000	-8.223535	-4.350354	25.872522	0.034799	14072.000000	318918.000000	223.000000	1566.071411	::[177833]::	Tourbon Bike Pannier Cycling Bag Pack Seat Tube Saddle Backpack Blue& Red Canvas	8.11973923647
bike seat	1072990358	201468432007	1.000000	-7.818802	-4.912184	45.987648	0.503663	14072.000000	318918.000000	169.000000	3207.266602	::[177822]::	YAFEE-1021 Road Bike MTB Cycling Camping Bicycle Hollow Saddle Seat Leather Safe	0.34041113747
bike seat	1072932833	131654706405	1.000000	-7.811986	-4.383170	33.321705	0.503663	14072.000000	318918.000000	143.000000	2077.000000	::[177822]::	Vitesse Racing Bike Saddle Cycling Seat 	1.30653348315
bike seat	1072922649	191161547462	1.000000	-7.755992	-4.938388	40.978592	0.034799	14072.000000	318918.000000	136.000000	1327.733276	::[177833]::	Bike Carbon Fiber Leather Bicycle Rear Rack Seat Pannier 10L Bag Pouch Handbag	1.63967434807
bike seat	1072897494	172001737797	1.000000	-7.695873	-4.689561	17.900595	0.503663	14072.000000	318918.000000	222.000000	2305.882324	::[177822]::	New Selle San Marco Era Dynamic Protek Ergonomic Saddle Seats Road Bike Cycling	2.44059656252
bike seat	1072859348	380684502399	1.000000	-7.583987	-5.121574	36.499580	0.034799	14072.000000	318918.000000	225.000000	1994.199951	::[177833]::	Cycling Bike Bicycle Saddle Bag  Seat Tail Pouch Package ROSWHEEL 4 Colors New	7.10212729125
bike seat	1072850192	271687742583	1.000000	-7.791926	-4.564876	34.058071	0.503663	14072.000000	318918.000000	221.000000	1779.923096	::[177822]::	Fit Bike Barstool Seat SYNTHETIC LEATHER BROWN Saddle Pivotal Fat 	3.84571402395
bike seat	1072826665	131585217490	1.000000	-6.622577	-3.791464	37.571789	0.055861	14072.000000	318918.000000	213.000000	1081.105225	::[58101]::	27.2/30.8/31.6x350/400/450mm 3K Carbon Fiber Seatpost Mountain Bike Seat Post	8.06730331318
bike seat	1072740572	400798095447	1.000000	-6.866565	-4.984719	31.445379	0.000000	14072.000000	318918.000000	219.000000	1167.904785	::[6753]::	NEW FLU DESIGNS MX DIRT BIKE PRO RIB KEVLAR SEAT COVER ORANGE BLACK KTM SX XC 	2.76119232718
bike seat	1072694538	131668613128	1.000000	-7.765933	-4.769984	17.810289	0.055861	14072.000000	318918.000000	175.000000	1613.411743	::[58101]::	Matte Black Full Carbon 27.2/30.8/31.6mm Seatpost Seat Tube Fr MTB Road Bike	2.77962240848
bike seat	1072665247	301226902280	1.000000	-7.463364	-4.056109	36.816166	0.055861	14072.000000	318918.000000	180.000000	1600.153809	::[58101]::	ROAD BIKE BICYCLE ALLOY SEAT POST 26.4	9.196353641
bike seat	1072641260	222064433734	1.000000	-7.757614	-5.529470	27.204832	0.013736	14072.000000	318918.000000	222.000000	1315.500000	::[177823]::	Hot Rabid Seat Post Clamp Quick Release Aluminium for Bike Bicycle 34.9mm SE	2.27522320715
bike seat	1072624260	321310075261	1.000000	-7.720015	-4.908653	46.885826	0.503663	14072.000000	318918.000000	173.000000	1975.187500	::[177822]::	Boys Bike Seat Black Saddle BMX Small Junior Kids 12" 16" 20" 24" Bicycle 3804	5.77622984869
bike seat	1072595622	141940808201	1.000000	-7.873537	-4.197781	21.403028	0.503663	14072.000000	318918.000000	137.000000	2549.529297	::[177822]::	Toray Carbon Fiber Mountain Road Bike Saddle Cycling All Bicycle Saddle Seat SD2	6.85452179465
bike seat	1072577795	141300547590	1.000000	-7.624243	-4.750033	39.903625	0.013736	14072.000000	318918.000000	172.000000	1304.833374	::[177823]::	2015 Road Bike MTB bicycle Seat Post Seatpost Clamp Quick Release 31.8mm/34.9mm	1.20102666657
bike seat	1072571588	291540040162	1.000000	-7.739838	-5.179437	43.650776	0.503663	14072.000000	318918.000000	224.000000	3939.785645	::[177822]::	Carbon Fiber Mountain MTB Bike Bicycle Cycling Hollow Saddle Seat Cushion New	9.0672698067
bike seat	1072542408	150649938060	1.000000	-8.477992	-4.022442	29.973997	0.031136	14072.000000	318918.000000	172.000000	1038.000000	::[35566]::	Speedway Mini bike seat cover Scarab Widow Maker 318	1.02463901585
bike seat	1072540566	381577628863	1.000000	-7.690963	-4.606201	30.944191	0.000000	14072.000000	318918.000000	223.000000	899.882324	::[62132]::	Bicycle Water Bottle Cage Holder Handlebar Rack Bracket Seat Post Mount M4F7	6.45337868325
bike seat	1072488878	141749258789	1.000000	-7.687009	-4.349834	50.972710	0.055861	14072.000000	318918.000000	219.000000	1686.444458	::[58101]::	3K Carbon Fiber Seatpost Seat Post MTB Road Bike Bicycle 27.2/30.8/31.6x350mm	0.542799365635
spoke light	1073373539	201264195327	1.000000	-7.634046	-5.493522	37.931133	0.719943	5745.000000	181818.000000	0.000000	3764.533447	::[22689]::	Night Ride Blue Lights Bicycle Bike Cycling Wheel Tire Spoke LED Light Lamp MT	10.2715171159
spoke light	1073126051	222039928216	1.000000	-7.555803	-5.289015	37.929516	0.020020	5745.000000	181818.000000	175.000000	2565.933350	::[57267]::	Waterproof 20 LED Bicycle Bike Cycling Wheel Light Flash Safe Spoke Light CF01	7.17323164185
spoke light	1073088517	252251446857	1.000000	-8.116201	-5.076234	34.725368	0.011440	5745.000000	181818.000000	157.000000	938.285706	::[177830]::	Super light ceramic bearing wheelset 50mm clincher carbon wheels bicycle wheels	3.74025265468
spoke light	1072869210	151903069305	1.000000	-7.547597	-4.053458	26.785809	0.025300	5745.000000	181818.000000	170.000000	3465.937500	::[33713]::	4pcs Bike Car Wheel Tire Tyre Valve Cap Spoke LED Light Lamp Batteries Included	9.68685402254
spoke light	1072633555	111326974451	1.000000	-7.458549	-4.956776	33.700138	0.013860	5745.000000	181818.000000	171.000000	2855.764648	::[310]::	3 Modes Glow Flashing Bicycle Bike Cycling Tyre Wheel Spoke LED Light Lamp 	8.23825048451
spoke light	1072621121	281997596485	1.000000	-7.764715	-5.064067	28.991787	0.025960	5745.000000	181818.000000	140.000000	1036.176514	::[43953]::	BMW E46 M3 Wheel Rim Light Alloy Rim Chromshadow M double spoke 67, 18"	1.99268289604
spoke light	1072527555	201264195352	1.000000	-7.584044	-5.365848	31.275404	0.719943	5745.000000	181818.000000	171.000000	3461.000000	::[22689]::	Night Ride Color Light Bicycle Bike Cycling Wheel Tire Spoke LED Light Lamp MT	8.23322741073
spoke light	1072332921	252345175453	1.000000	-6.341386	-4.844792	18.994465	0.719943	5745.000000	181818.000000	171.000000	4010.625000	::[22689]::	8Pcs Colors Bike Bicycle Wheel Tyre Valve Cap Spoke Neon LED Light Lamp New	8.62547656969
spoke light	1071928208	391410293885	1.000000	-7.507353	-5.147602	16.178017	0.000000	5745.000000	181818.000000	172.000000	1160.333374	::[180506]::	2005 Hot Wheels #170 Light Blue 1965 Corvette w/5 Spoke Wheels Short Card	0.957892257457
spoke light	1071736759	161470261384	1.000000	-7.480341	-5.031134	25.232204	0.719943	5745.000000	181818.000000	184.000000	3660.800049	::[22689]::	14 LED Cycling Bicycle Bike Wheel Signal Spoke Flash Light 32 Changes	1.31310974345
spoke light	1071609567	131701896489	1.000000	-7.408222	-4.715427	38.071136	0.000000	5745.000000	181818.000000	207.000000	670.733337	::[177960]::	JMP Front Brake Light Switch fits Suzuki GS 750 D Spoked Wheel 1977-1979	3.26127897689
spoke light	1071347315	272094392634	1.000000	-7.448903	-4.956776	33.329399	0.000000	5745.000000	181818.000000	223.000000	1300.666626	::[20702]::	Night Light - Spokes Woman - Bicycle - Biking - Bike	7.14354826731
spoke light	1071086079	131665285704	1.000000	-7.482387	-4.352049	47.124241	0.013860	5745.000000	181818.000000	99.000000	2009.699951	::[310]::	20 LEDs Bicycle Rim Lights LED Wheel Spoke Light 2.2m String Wire Lamp TS T7AD	1.4893435794
spoke light	1071029157	201498331437	1.000000	-7.530026	-5.124014	32.246811	0.020020	5745.000000	181818.000000	175.000000	2596.133301	::[57267]::	Stylish Waterproof 20 LED Bicycle Bike Cycling Wheel Light Spoke Light Red Blue	6.47049577348
spoke light	1071020675	361119381353	1.000000	-7.423828	-4.866311	29.352715	0.719943	5745.000000	181818.000000	174.000000	1587.333374	::[22689]::	Nite Ize Spoke Mini Led Pnk Pack of 2 Light	9.15992143317
spoke light	1070784347	151929225991	1.000000	-7.779583	-5.635180	26.704893	0.719943	5745.000000	181818.000000	194.000000	1315.866699	::[22689]::	12 PCS Orange Spinning Snap-On Spokes Bike Wheel Reflectors	5.37729590642
spoke light	1070685335	381413343122	1.000000	-7.731444	-5.305364	25.788446	0.020020	5745.000000	181818.000000	100.000000	3002.687500	::[57267]::	Bike Bicycle 20 LEDS Wheel Signal Tire Spoke Steel Wire Rim Cycling Flash Light	3.60163418553
spoke light	1070672666	281742926183	1.000000	-7.508646	-5.079748	27.528601	0.719943	5745.000000	181818.000000	171.000000	3893.000000	::[22689]::	2 Lamp Motorbicycle Bike Bicycle Car Wheel Neon LED Wheel Tire Valve Spoke Light	4.86240175639
spoke light	1070583290	152017088902	1.000000	-7.390667	-4.736623	28.886707	0.025300	5745.000000	181818.000000	171.000000	1073.263184	::[33713]::	2X SMD 3157/4057/3057 40 RED LED BULB 5 ARMS SPOKE SPIDER REAR TAIL/BRAKE LAMPS 	2.21252412319
spoke light	1070327411	151988373444	1.000000	-7.896608	-4.385193	37.474152	0.005390	5745.000000	181818.000000	170.000000	3178.375000	::[177826]::	Groovy Capable Bright Bicycle Cycling Car Wheel Tire Tyre LED Spoke Light Lamp	3.43368611377
spoke light	1070269025	262241131255	1.000000	-8.160331	-4.832649	34.417248	0.011440	5745.000000	181818.000000	172.000000	856.714294	::[177830]::	Super light ceramic bearing wheelset 38mm clincher carbon wheels bike wheels	7.1347819267
spoke light	1070041433	121723418024	1.000000	-6.038561	-4.749632	31.882923	0.020020	5745.000000	181818.000000	146.000000	3321.562500	::[57267]::	Night Safety Bright Cycling Wheel Tire LED Spoke Light Lamp For Bike Bicycle	2.89443945544
spoke light	1070038301	161937971418	1.000000	-7.492638	-4.874552	22.597736	0.719943	5745.000000	181818.000000	177.000000	3688.533447	::[22689]::	28 LED Rainbow Cycling Bike Bicycle Tire Wheel Valve Spoke Light Lamp LO	9.0205138482
spoke light	1069692531	311549327226	1.000000	-7.500724	-5.127179	36.605667	0.719943	5745.000000	181818.000000	169.000000	2087.176514	::[22689]::	128 RGB LEDs Spoke Light Color Changing Programmable Bike Wheel Light AU Y1C8	8.67410221119
spoke light	1069421333	141881643495	1.000000	-7.413540	-4.652244	7.907409	0.000000	5745.000000	181818.000000	137.000000	397.958344	::[43980]::	NOS HONDA CR125 CR250 CR480 CR 125 250 480 REAR SPOKE SET 426A0-KA4-700 (QTY 10)	3.07819653621
spoke light	1069258915	321774801775	1.000000	-8.250542	-3.239185	26.421211	0.005390	5745.000000	181818.000000	172.000000	1655.761963	::[177826]::	36PCS 14G 2MM DIA COLORED SPOKES NIPPLES BMX BIKE CYCLING ROAD BICYCLE J BEND	7.94581495079
spoke light	1069243118	171435458430	1.000000	-6.763278	-5.141988	23.823313	0.719943	5745.000000	181818.000000	185.000000	4055.399902	::[22689]::	32 LED Car Motorcycle Cycling Bike Bicycle Tire Wheel Valve Flashing Spoke Light	10.2660794902
spoke light	1069007850	361327582832	1.000000	-7.398988	-4.770362	40.590324	0.000000	5745.000000	181818.000000	215.000000	1009.533325	::[177960]::	Front Brake Light Switch Yamaha RD 125 DX (Spoke Wheel) (125cc) (1975-1977)	4.90421134519
spoke light	1068912110	172024218843	1.000000	-6.968147	-5.814480	25.081108	0.000000	5745.000000	181818.000000	220.000000	3564.764648	::[175745]::	2 X Bike Bicycle Cycling Wheel Tyre Tire Valve Cap Spoke Neon LED Light RF	5.26252073806
spoke light	1068293568	281862081810	1.000000	-7.675111	-5.434434	13.366093	0.719943	5745.000000	181818.000000	171.000000	4133.200195	::[22689]::	2× Blue Bike Motor Wheel Tyre Tire Valve Cap LED Light Spoke Flashing Lamp	9.665123865
spoke light	1068124232	172155549216	1.000000	-7.390667	-4.736623	31.744066	0.020020	5745.000000	181818.000000	171.000000	3633.722168	::[57267]::	2x Colourful Bike Bicycle Cycling Wheel Spoke Tire Wire Tyre LED Light Lamp 4MK	7.61829957285
spoke light	1068102406	182046079183	1.000000	-7.441075	-4.468634	31.690193	0.719943	5745.000000	181818.000000	175.000000	3153.333252	::[22689]::	LED Bicycle Bikes Wheel Lights Tyre Spoke Valve Cap Neon Lamp Many Modes	0.0191468324577
spoke light	1067872900	371397782462	1.000000	-6.963723	-4.420661	39.240265	0.719943	5745.000000	181818.000000	217.000000	3282.733398	::[22689]::	32LED 42Changes Bicycle Wheel Signal Tire Spoke LED Light Decoration Lights NEW 	3.9892414559
spoke light	1067839789	121309220248	1.000000	-7.739518	-4.741349	31.750435	0.020020	5745.000000	181818.000000	222.000000	2037.187500	::[57267]::	12pc Cycling Bike Bicycle Wheel Rim Light Reflective Spokes Clip Tube Night Ride	0.170025510508
spoke light	1067680145	201376086112	1.000000	-6.881500	-3.978401	26.932817	0.719943	5745.000000	181818.000000	140.000000	4443.933105	::[22689]::	2x Flash LED Bicycle Motorcycle Bike Tire Tyre Spoke Wheel Valve Light Lamp	5.48787744464
spoke light	1067594938	161930841439	1.000000	-7.500318	-5.034511	20.930956	0.719943	5745.000000	181818.000000	173.000000	3541.466553	::[22689]::	7 LED Bicycle Bike Lamp Wheel Tire Spoke Valve Flash Letter Light Lamp SL	4.82028460888
spoke light	1067548886	272180399060	1.000000	-7.517745	-5.179064	32.483139	0.719943	5745.000000	181818.000000	228.000000	3652.133301	::[22689]::	2 Bike Bicycle Cycle Cycling Tyre Wheel Spoke LED Blue Light Lamp Waterproof	8.32377987837
spoke light	1067530521	261820512259	1.000000	-7.458687	-4.990542	20.403835	0.000000	5745.000000	181818.000000	173.000000	525.266663	::[165886]::	Pear Shaped Openwork Spokes Light Blue Rhinestones VTG CLIP ON EARRINGS	5.69473711812
spoke light	1067474847	161947662534	1.000000	-7.460827	-4.263175	23.105982	0.719943	5745.000000	181818.000000	172.000000	3035.533447	::[22689]::	32 LED Patterns Cycling Bikes Bicycles Rainbow Wheel Signal Tire Spoke Light IC	9.99615583846
spoke light	1067373663	191450855922	1.000000	-7.455627	-4.980071	28.987923	0.013860	5745.000000	181818.000000	172.000000	3632.187500	::[310]::	Cycling Bicycle Bike Wheel Spoke Tyre Tire Bright LED Light Lamp 5 Colors GBP	1.82699356197
spoke light	1067227684	281820351559	1.000000	-7.558475	-5.296447	33.195839	0.719943	5745.000000	181818.000000	220.000000	2208.437500	::[22689]::	12X Bike Bicycle Wheel Reflective Spoke Reflector Warning Strips Clip 8mm 66GA	0.672700841304
spoke light	1067094635	131628516961	1.000000	-6.691025	-4.861288	31.773909	0.719943	5745.000000	181818.000000	220.000000	1864.333374	::[22689]::	45 pcs Colorful Plastic Clip Spoke Bead Bicycle Decor for Kid Bike	3.85542222895
spoke light	1066889059	291580857418	1.000000	-7.496015	-5.001864	57.050976	0.719943	5745.000000	181818.000000	172.000000	2758.399902	::[22689]::	16 LED Colorful Lights Bicycle Wheel Spoke Light Bicycle Accessaries 6HI1	9.46671830584
spoke light	1066712776	181275029965	1.000000	-7.110297	-3.817551	29.080585	0.719943	5745.000000	181818.000000	149.000000	2833.399902	::[22689]::	Cycling Bicycling LED Safety Wheel Light Lamp for Bikes Bicycle Spoke Light	9.59348067505
spoke light	1066668304	141878327200	1.000000	-7.390667	-4.736623	38.458328	0.000000	5745.000000	181818.000000	213.000000	887.533325	::[177960]::	JMP Rear Brake Light Switch fits Suzuki GR 650 X Spoked Wheel 1983-1989	0.412141568984
spoke light	1066574993	291454080053	1.000000	-7.485415	-5.078897	30.197515	0.719943	5745.000000	181818.000000	169.000000	4088.062500	::[22689]::	2pcs LED Bike Bicycle Car Wheel Tyre Valve Cap Spoke Motorcycle Light Lamp Nice	0.963519829305
spoke light	1066428001	171901232227	1.000000	-7.495708	-4.312678	15.888313	0.000000	5745.000000	181818.000000	138.000000	1160.333374	::[180506]::	2005 Hot Wheels #170 Light Blue 1965 Corvette w/5 Spoke Wheels	8.76751258532
spoke light	1066399562	361296707698	1.000000	-7.449352	-4.958346	34.269722	0.719943	5745.000000	181818.000000	175.000000	3398.600098	::[22689]::	MTB Bike Bicycle Cycling Steel Wire Lamp 16 LEDs 32 Patterns Tire Spoke Light	7.30940009954
spoke light	1066142621	271929660963	1.000000	-7.727901	-5.242882	31.611399	0.719943	5745.000000	181818.000000	172.000000	3318.277832	::[22689]::	2 x 3-Mode Bike Bicycle Cycling Spoke Light Tire Tyre Wheel LED Multiple Colour	8.60924833623
spoke light	1065780318	162012629737	1.000000	-7.331323	-4.952126	29.788353	0.000000	5745.000000	181818.000000	180.000000	1374.937500	::[180506]::	2000 Matchbox "Euro Sports" Jaguar XK8 LIGHT BLUE/5-SPOKE SPLIT-STAR WHEEL/MINT	8.03809066893
shimano rear derailleur	1073666786	171937879983	1.000000	-6.892720	-5.727047	58.792130	0.735220	2941.000000	-1000000.000000	142.000000	4254.812500	::[177813]::	NEW Shimano Tourney RD-TX55 6/7-Speed Direct Mount Rear Derailleur Long Cage	6.75111693761
shimano rear derailleur	1073635238	331803428068	1.000000	-8.382890	-4.595518	49.027271	0.735220	2941.000000	-1000000.000000	174.000000	2161.066650	::[177813]::	Shimano XT Deore DYNA-SYS RD-M773 Rear Derailleur Pulley Set Compatibility READ	10.2354491016
shimano rear derailleur	1073558111	121768525083	1.000000	-7.591185	-4.254901	46.681015	0.735220	2941.000000	-1000000.000000	228.000000	3967.733398	::[177813]::	New Shimano Tourney RD-TZ50 Bike Rear Derailleur 7/6-speed Direct Mount	0.559980878029
shimano rear derailleur	1073517404	171959387389	1.000000	-8.291021	-3.956233	65.512230	0.735220	2941.000000	-1000000.000000	172.000000	2459.357178	::[177813]::	Shimano Dura Ace 7900 10 Speed Rear Derailleur rts56	9.15740436991
shimano rear derailleur	1072970423	131680117979	1.000000	-8.470986	-3.858141	49.125015	0.005722	2941.000000	-1000000.000000	214.000000	1605.000000	::[109120]::	MTB Bike 3x7 7 Speed 7PCS Shifters Front + Rear Derailleur Group Set Fit Shimano	9.29413715166
shimano rear derailleur	1072356896	272176324078	1.000000	-7.844974	-5.529658	60.317032	0.735220	2941.000000	-1000000.000000	190.000000	3835.000000	::[177813]::	Rear Derailleur Shimano RD-M390 Acera 9 Speed MTB road Bicycle Long Cage Bike 	1.61970750099
shimano rear derailleur	1072289340	181216589038	1.000000	-7.865491	-5.641249	55.468414	0.735220	2941.000000	-1000000.000000	172.000000	3045.555664	::[177813]::	NEW Shimano XT RD-M786 Dyna Sys MTB Bike Rear Derailleur Shadow+ SGS 10sp Black	9.67409419044
shimano rear derailleur	1072253556	231734228705	1.000000	-8.245311	-4.926667	56.649323	0.735220	2941.000000	-1000000.000000	228.000000	3255.210449	::[177813]::	New 2016 Shimano Deore XT RD-M8000 GS SGS Rear derailleur Shadow Plus 11-speed	2.33276916088
shimano rear derailleur	1071935012	371538056146	1.000000	-8.008192	-4.116707	48.039848	0.735220	2941.000000	-1000000.000000	227.000000	3696.933350	::[177813]::	Shimano Deore RD-M593 SGS 10 Speed Black MTB Bike Rear Derailleur Shadow	8.20465268307
shimano rear derailleur	1071828101	322070367966	1.000000	-7.821285	-2.768751	42.727940	0.735220	2941.000000	-1000000.000000	229.000000	2905.857178	::[177813]::	Shimano RD-6700 Ultegra Bicycle Rear Derailleur - 10 Speed	8.15790181639
shimano rear derailleur	1071806569	182068008240	1.000000	-7.857522	-4.770425	66.327988	0.735220	2941.000000	-1000000.000000	221.000000	3020.357178	::[177813]::	Shimano Ultegra RD-6800 SS Rear Derailleur 11 speed Mechanical New	8.21048200181
shimano rear derailleur	1071796467	151041890956	1.000000	-7.435793	-4.910217	48.109650	0.735220	2941.000000	-1000000.000000	198.000000	1775.214233	::[177813]::	New Alero PU-121 Rear Derailleur pulley for Shimano / Sram  11T Blue	1.31399679141
shimano rear derailleur	1071067905	301414937579	1.000000	-7.533319	-5.153218	84.772903	0.011920	2941.000000	-1000000.000000	196.000000	2853.000000	::[57267]::	Shimano Altus RD-M310 7/8-Speed Rear Derailleur - Silver	5.00361757524
shimano rear derailleur	1070807410	221931304503	1.000000	-7.794341	-5.748208	54.251118	0.735220	2941.000000	-1000000.000000	172.000000	4120.733398	::[177813]::	SHIMANO TOURNEY TX  6/7-SPEED REAR DERAILLEUR ROAD MTB BIKE DIRECT-ATTACH MOUNT	0.338693329285
shimano rear derailleur	1070717997	172146510881	1.000000	-7.785644	-3.398866	51.634579	0.735220	2941.000000	-1000000.000000	147.000000	1953.214233	::[177813]::	Lot Of 7 Rear Derailleurs-Shimano 105, Titlist, Altus, Deore Etc	1.10445830187
shimano rear derailleur	1070636093	281890000876	1.000000	-7.445469	-4.787595	61.804047	0.035760	2941.000000	-1000000.000000	170.000000	2228.857178	::[56197]::	Shimano Tourney GS Long Cage Rear Derailleur	10.3725371765
shimano rear derailleur	1070129795	252025999972	1.000000	-7.731767	-4.910103	44.663628	0.735220	2941.000000	-1000000.000000	140.000000	2842.214355	::[177813]::	Shimano RD-M662 SGS Rear Derailleur Long cage	1.32943749376
shimano rear derailleur	1069403639	262327053012	1.000000	-7.245846	-5.406763	56.637928	0.735220	2941.000000	-1000000.000000	214.000000	1526.214233	::[177813]::	Bike Bicycle Alloy Rear Derailleur Pulley for shimano sram	2.85275904531
shimano rear derailleur	1069198413	371439555897	1.000000	-8.073504	-4.793812	54.770603	0.735220	2941.000000	-1000000.000000	218.000000	3224.750000	::[177813]::	Shimano RD-M786 XT MTB Rear Derailleur Long 10-Speed Shadow Plus *Take-off*	2.72776102599
shimano rear derailleur	1068671630	181990962262	1.000000	-7.864021	-5.511568	72.522018	0.735220	2941.000000	-1000000.000000	216.000000	2568.928467	::[177813]::	Shimano ZEE M640-SSW 10-Speed Free-Ride Shadow Plus Rear Derailleur	7.33815263326
shimano rear derailleur	1068585763	191648319061	1.000000	-8.567146	-4.799859	63.262920	0.735220	2941.000000	-1000000.000000	211.000000	3554.428467	::[177813]::	SHIMANO DURA-ACE 7900-SS 10-SPEED SHORT CAGE ROAD REAR BICYCLE DERAILLEUR	5.82477009827
shimano rear derailleur	1068553579	191093271000	1.000000	-8.048721	-6.310149	33.625912	0.735220	2941.000000	-1000000.000000	215.000000	2388.214355	::[177813]::	NEW Shimano Ultegra/105 6700/5700-GS Rear Derailleur Pulley Bolt Set	2.15025383767
shimano rear derailleur	1068352530	400913907783	1.000000	-8.105727	-4.628628	53.847618	0.000000	2941.000000	-1000000.000000	142.000000	1732.285767	::[156523]::	NOS Shimano Positron 2 Rear Derailleur Schwinn Crusier 5 Speed Bike	4.67416732474
shimano rear derailleur	1068310631	291712179058	1.000000	-7.705847	-5.277670	72.804070	0.735220	2941.000000	-1000000.000000	211.000000	2477.928467	::[177813]::	Shimano Saint RD-M800 SGS MTB Rear Derailleur	6.54680309336
shimano rear derailleur	1068126559	291724525647	1.000000	-7.716672	-5.105006	65.782455	0.035760	2941.000000	-1000000.000000	143.000000	2922.214355	::[56197]::	Shimano Dura-Ace Short Cage Rear Derailleur 9 Speed RD-7700	2.1691437906
shimano rear derailleur	1067859176	231911616048	1.000000	-7.534873	-3.399784	60.796043	0.735220	2941.000000	-1000000.000000	183.000000	3404.142822	::[177813]::	2007 Shimano Ultegra RD-6600 rear derailleur 50mm cage 10-speed road	5.60825663313
shimano rear derailleur	1067282603	301870585777	1.000000	-7.594394	-5.116201	64.870560	0.035760	2941.000000	-1000000.000000	145.000000	2889.285645	::[56197]::	Vintage Shimano 400 Short Cage Rear Derailleur 5-6-7-8 Speed	6.16607340755
shimano rear derailleur	1066868065	272097361441	1.000000	-7.683854	-4.984717	63.139080	0.735220	2941.000000	-1000000.000000	229.000000	2858.642822	::[177813]::	New Shimano Deore RD-M593 Shadow Rear Derailleur SGS	5.9312579067
shimano rear derailleur	1066841572	130936585533	1.000000	-7.624549	-5.428360	55.913544	0.735220	2941.000000	-1000000.000000	224.000000	2731.642822	::[177813]::	SHIMANO RD-5701 SS 105 Rear Derailleurs 10 speed Black 30t 5700	0.454370467562
shimano rear derailleur	1066749937	311539617739	1.000000	-8.215217	-4.668708	38.167000	0.735220	2941.000000	-1000000.000000	152.000000	2279.928467	::[177813]::	New Shimano Ultegra Rear Derailleur Pulley Set Jockey Wheels RD-6800 6870 Road	8.4181107313
shimano rear derailleur	1066115699	272170649110	1.000000	-8.078356	-4.603035	66.597366	0.735220	2941.000000	-1000000.000000	173.000000	3129.142822	::[56197|177813]::	NOS Shimano Deore XT * RD-M739 long cage rear derailleur	7.57473959286
shimano rear derailleur	1066007112	191735465197	1.000000	-7.693797	-5.047967	51.178944	0.735220	2941.000000	-1000000.000000	184.000000	2893.428467	::[177813]::	Shimano XTR RD-M9050 Rear Derailleur SGS (Direct Mount) IRDM9050SGS	5.93784278803
shimano rear derailleur	1065906467	391071828013	1.000000	-7.554493	-5.101321	56.672920	0.011920	2941.000000	-1000000.000000	221.000000	2885.600098	::[57267]::	Shimano Bicycle Ultegra RD-6800-SS Derailleur Rear Ultegra 11 Speed Short Cage B	9.18325238948
shimano rear derailleur	1065465671	252220211288	1.000000	-7.630426	-4.802314	66.510048	0.735220	2941.000000	-1000000.000000	170.000000	2304.071533	::[177813]::	Shimano Crane D-501 Short Cage Rear Derailleur Old Dura Ace	0.864517834208
shimano rear derailleur	1065460080	291548070978	1.000000	-7.378035	-5.156563	59.250355	0.735220	2941.000000	-1000000.000000	215.000000	1396.647095	::[177813]::	2PCS CNC Rear Derailleur 11T MTB Mountain Bike Jockey Wheel Pulley for Shimano	1.14512693798
shimano rear derailleur	1064405327	172154040650	1.000000	-7.800493	-4.533090	45.276154	0.735220	2941.000000	-1000000.000000	169.000000	2747.357178	::[177813]::	Vintage Shimano STX Rear Derailleur-Closed Bike Shop Item #10-Untested-Long Cage	10.0112382586
shimano rear derailleur	1064297547	381598752211	1.000000	-7.430396	-4.166193	54.166775	0.735220	2941.000000	-1000000.000000	211.000000	3137.928467	::[177813]::	Shimano 105 5800-GS 11-Speed Medium Cage Rear Derailleur Black	5.91362637186
shimano rear derailleur	1063824565	161778496925	1.000000	-7.574038	-4.782621	63.265236	0.735220	2941.000000	-1000000.000000	141.000000	2741.642822	::[177813]::	Vintage Shimano RD-TY18 Rear Derailleur, 6 Speed	7.3250458784
